,Unnamed: 0,Entry ID,Jurisdiction,health_region,Date announced,Date implemented,Intervention category,Intervention type,Intervention summary,"Primary source
(news release or specific resource)",Secondary source,Level,"Indigenous 
population group",Industry,suggested_industry,suggested_hr
160,160,ON249,Ont.,Ottawa,2020-09-08 00:00:00,2020-09-08 00:00:00,Openings,Openings - education,"Who: Office of the Premier
What: Opened most public schools. No limits on class sizes for K-8 students, who will attend school 5 days per week in class cohorts, with 300 minutes of instruction per day. Secondary schools will open with blended model with class cohorts of approximately 15 students and in-person attendance for at least 50% of instructional days. Students in K-3 are encouraged, but not required, to wear non-medical or cloth masks. Students in grades 4 to 12 must wear non-medical or cloth masks indoors in school, including in hallways. Some school boards may have additional requirements for students in these grades. All staff in schools must wear masks, with reasonable exceptions for medical conditions. 
Effective until: ",https://news.ontario.ca/en/release/58295/ontario-takes-extraordinary-steps-to-reopen-schools-safely,https://www.ontario.ca/page/guide-reopening-ontarios-schools,Provincial/territorial,No,,None,None
161,161,ON249,Ont.,Toronto,2020-09-08 00:00:00,2020-09-08 00:00:00,Openings,Openings - education,"Who: Office of the Premier
What: Opened most public schools. No limits on class sizes for K-8 students, who will attend school 5 days per week in class cohorts, with 300 minutes of instruction per day. Secondary schools will open with blended model with class cohorts of approximately 15 students and in-person attendance for at least 50% of instructional days. Students in K-3 are encouraged, but not required, to wear non-medical or cloth masks. Students in grades 4 to 12 must wear non-medical or cloth masks indoors in school, including in hallways. Some school boards may have additional requirements for students in these grades. All staff in schools must wear masks, with reasonable exceptions for medical conditions. 
Effective until: ",https://news.ontario.ca/en/release/58295/ontario-takes-extraordinary-steps-to-reopen-schools-safely,https://www.ontario.ca/page/guide-reopening-ontarios-schools,Provincial/territorial,No,,None,None
162,162,ON249,Ont.,Waterloo,2020-09-08 00:00:00,2020-09-08 00:00:00,Openings,Openings - education,"Who: Office of the Premier
What: Opened most public schools. No limits on class sizes for K-8 students, who will attend school 5 days per week in class cohorts, with 300 minutes of instruction per day. Secondary schools will open with blended model with class cohorts of approximately 15 students and in-person attendance for at least 50% of instructional days. Students in K-3 are encouraged, but not required, to wear non-medical or cloth masks. Students in grades 4 to 12 must wear non-medical or cloth masks indoors in school, including in hallways. Some school boards may have additional requirements for students in these grades. All staff in schools must wear masks, with reasonable exceptions for medical conditions. 
Effective until: ",https://news.ontario.ca/en/release/58295/ontario-takes-extraordinary-steps-to-reopen-schools-safely,https://www.ontario.ca/page/guide-reopening-ontarios-schools,Provincial/territorial,No,,None,None
163,163,ON249,Ont.,Windsor-Essex,2020-09-08 00:00:00,2020-09-08 00:00:00,Openings,Openings - education,"Who: Office of the Premier
What: Opened most public schools. No limits on class sizes for K-8 students, who will attend school 5 days per week in class cohorts, with 300 minutes of instruction per day. Secondary schools will open with blended model with class cohorts of approximately 15 students and in-person attendance for at least 50% of instructional days. Students in K-3 are encouraged, but not required, to wear non-medical or cloth masks. Students in grades 4 to 12 must wear non-medical or cloth masks indoors in school, including in hallways. Some school boards may have additional requirements for students in these grades. All staff in schools must wear masks, with reasonable exceptions for medical conditions. 
Effective until: ",https://news.ontario.ca/en/release/58295/ontario-takes-extraordinary-steps-to-reopen-schools-safely,https://www.ontario.ca/page/guide-reopening-ontarios-schools,Provincial/territorial,No,,None,None
164,164,ON261,Ont.,Halton,2020-09-25 00:00:00,2020-09-26 00:00:00,Closures,Closings - recreation,"Who: Ministry of Health
What: Ordered the closure of all strip clubs across the province 
Effective until:",https://news.ontario.ca/en/release/58548/new-public-health-measures-implemented-provincewide-to-keep-ontarians-safe,https://toronto.ctvnews.ca/ontario-slaps-tighter-restrictions-on-bars-and-restaurants-orders-strip-clubs-to-close-1.5120243,Provincial/territorial,No,Nightlife,Nightlife,None
165,165,ON261,Ont.,Kingston Frontenac Lennox & Addington,2020-09-25 00:00:00,2020-09-26 00:00:00,Closures,Closings - recreation,"Who: Ministry of Health
What: Ordered the closure of all strip clubs across the province 
Effective until:",https://news.ontario.ca/en/release/58548/new-public-health-measures-implemented-provincewide-to-keep-ontarians-safe,https://toronto.ctvnews.ca/ontario-slaps-tighter-restrictions-on-bars-and-restaurants-orders-strip-clubs-to-close-1.5120243,Provincial/territorial,No,Nightlife,Nightlife,None
166,166,ON261,Ont.,Wellington Dufferin Guelph,2020-09-25 00:00:00,2020-09-26 00:00:00,Closures,Closings - recreation,"Who: Ministry of Health
What: Ordered the closure of all strip clubs across the province 
Effective until:",https://news.ontario.ca/en/release/58548/new-public-health-measures-implemented-provincewide-to-keep-ontarians-safe,https://toronto.ctvnews.ca/ontario-slaps-tighter-restrictions-on-bars-and-restaurants-orders-strip-clubs-to-close-1.5120243,Provincial/territorial,No,Nightlife,Nightlife,None
167,167,ON261,Ont.,Simcoe Muskoka,2020-09-25 00:00:00,2020-09-26 00:00:00,Closures,Closings - recreation,"Who: Ministry of Health
What: Ordered the closure of all strip clubs across the province 
Effective until:",https://news.ontario.ca/en/release/58548/new-public-health-measures-implemented-provincewide-to-keep-ontarians-safe,https://toronto.ctvnews.ca/ontario-slaps-tighter-restrictions-on-bars-and-restaurants-orders-strip-clubs-to-close-1.5120243,Provincial/territorial,No,Nightlife,Nightlife,None
168,168,ON261,Ont.,Durham,2020-09-25 00:00:00,2020-09-26 00:00:00,Closures,Closings - recreation,"Who: Ministry of Health
What: Ordered the closure of all strip clubs across the province 
Effective until:",https://news.ontario.ca/en/release/58548/new-public-health-measures-implemented-provincewide-to-keep-ontarians-safe,https://toronto.ctvnews.ca/ontario-slaps-tighter-restrictions-on-bars-and-restaurants-orders-strip-clubs-to-close-1.5120243,Provincial/territorial,No,Nightlife,Nightlife,None
169,169,ON261,Ont.,Hamilton,2020-09-25 00:00:00,2020-09-26 00:00:00,Closures,Closings - recreation,"Who: Ministry of Health
What: Ordered the closure of all strip clubs across the province 
Effective until:",https://news.ontario.ca/en/release/58548/new-public-health-measures-implemented-provincewide-to-keep-ontarians-safe,https://toronto.ctvnews.ca/ontario-slaps-tighter-restrictions-on-bars-and-restaurants-orders-strip-clubs-to-close-1.5120243,Provincial/territorial,No,Nightlife,Nightlife,None
170,170,ON261,Ont.,Middlesex-London,2020-09-25 00:00:00,2020-09-26 00:00:00,Closures,Closings - recreation,"Who: Ministry of Health
What: Ordered the closure of all strip clubs across the province 
Effective until:",https://news.ontario.ca/en/release/58548/new-public-health-measures-implemented-provincewide-to-keep-ontarians-safe,https://toronto.ctvnews.ca/ontario-slaps-tighter-restrictions-on-bars-and-restaurants-orders-strip-clubs-to-close-1.5120243,Provincial/territorial,No,Nightlife,Nightlife,None
171,171,ON261,Ont.,Niagara,2020-09-25 00:00:00,2020-09-26 00:00:00,Closures,Closings - recreation,"Who: Ministry of Health
What: Ordered the closure of all strip clubs across the province 
Effective until:",https://news.ontario.ca/en/release/58548/new-public-health-measures-implemented-provincewide-to-keep-ontarians-safe,https://toronto.ctvnews.ca/ontario-slaps-tighter-restrictions-on-bars-and-restaurants-orders-strip-clubs-to-close-1.5120243,Provincial/territorial,No,Nightlife,Nightlife,None
172,172,ON261,Ont.,Ottawa,2020-09-25 00:00:00,2020-09-26 00:00:00,Closures,Closings - recreation,"Who: Ministry of Health
What: Ordered the closure of all strip clubs across the province 
Effective until:",https://news.ontario.ca/en/release/58548/new-public-health-measures-implemented-provincewide-to-keep-ontarians-safe,https://toronto.ctvnews.ca/ontario-slaps-tighter-restrictions-on-bars-and-restaurants-orders-strip-clubs-to-close-1.5120243,Provincial/territorial,No,Nightlife,Nightlife,None
173,173,ON261,Ont.,Toronto,2020-09-25 00:00:00,2020-09-26 00:00:00,Closures,Closings - recreation,"Who: Ministry of Health
What: Ordered the closure of all strip clubs across the province 
Effective until:",https://news.ontario.ca/en/release/58548/new-public-health-measures-implemented-provincewide-to-keep-ontarians-safe,https://toronto.ctvnews.ca/ontario-slaps-tighter-restrictions-on-bars-and-restaurants-orders-strip-clubs-to-close-1.5120243,Provincial/territorial,No,Nightlife,Nightlife,None
174,174,ON261,Ont.,Waterloo,2020-09-25 00:00:00,2020-09-26 00:00:00,Closures,Closings - recreation,"Who: Ministry of Health
What: Ordered the closure of all strip clubs across the province 
Effective until:",https://news.ontario.ca/en/release/58548/new-public-health-measures-implemented-provincewide-to-keep-ontarians-safe,Not applicable,Provincial/territorial,No,Nightlife,Nightlife,None
175,175,ON261,Ont.,Windsor-Essex,2020-09-25 00:00:00,2020-09-26 00:00:00,Closures,Closings - recreation,"Who: Ministry of Health
What: Ordered the closure of all strip clubs across the province 
Effective until:",https://news.ontario.ca/en/release/58548/new-public-health-measures-implemented-provincewide-to-keep-ontarians-safe,https://toronto.ctvnews.ca/ontario-slaps-tighter-restrictions-on-bars-and-restaurants-orders-strip-clubs-to-close-1.5120243,Provincial/territorial,No,Nightlife,Nightlife,None
176,176,ON262,Ont.,York,2020-10-16 00:00:00,2020-10-19 00:00:00,Closures,Red - Control,"Who: Government of Ontario What: Indoor gyms and fitness centres (i.e., exercise classes and weight and exercise rooms);
Casinos, bingo halls and other gaming establishments;
Indoor cinemas, performing arts centres and venues, (except for rehearsing or performing a recorded or broadcasted performance subject to conditions, including no spectators);
Spectator areas in racing venues;
Interactive exhibits or exhibits with high risk of personal contact in museums, galleries, zoos, science centres, landmarks, etc.;",https://news.ontario.ca/en/release/58842/ontario-moving-additional-region-to-modified-stage-2,Not applicable,Regional,No,Fitness,"Activities, Fitness, Nightlife",None
177,177,ON263,Ont.,Halton,2020-12-21 00:00:00,2020-12-26 00:00:00,Closures,Grey - Lockdown,"Who: Government of Ontario. What: Prohibiting in-person shopping in most retail settings - curbside pickup and delivery can continue. Prohibiting indoor and outdoor dining. Restaurants, bars and other food or drink establishments will be permitted to operate by take out, drive-through, and delivery only. Secondary school students will continue learning remotely until January 25, 2021, at which point they may resume in-person learning. During this period, child care centres, authorized recreational and skill building programs and home-based child care services will remain open. From January 4-8, 2021, when elementary students move to remote learning, before and after school programs will be closed and emergency child care for health care and frontline workers will be provided. Government Providing Grants of up to $20,000 to Small Businesses Impacted by New Public Health Measures.",https://news.ontario.ca/en/release/59790/ontario-announces-provincewide-shutdown-to-stop-spread-of-covid-19-and-save-lives,https://www.ontario.ca/page/covid-19-provincewide-shutdown,Provincial/territorial,No,,"Clothing stores, Restaurants & eating places, Nightlife",None
178,178,ON263,Ont.,Kingston Frontenac Lennox & Addington,2020-12-21 00:00:00,2020-12-26 00:00:00,Closures,Grey - Lockdown,"Who: Government of Ontario. What: Prohibiting in-person shopping in most retail settings - curbside pickup and delivery can continue. Prohibiting indoor and outdoor dining. Restaurants, bars and other food or drink establishments will be permitted to operate by take out, drive-through, and delivery only. Secondary school students will continue learning remotely until January 25, 2021, at which point they may resume in-person learning. During this period, child care centres, authorized recreational and skill building programs and home-based child care services will remain open. From January 4-8, 2021, when elementary students move to remote learning, before and after school programs will be closed and emergency child care for health care and frontline workers will be provided. Government Providing Grants of up to $20,000 to Small Businesses Impacted by New Public Health Measures.",https://news.ontario.ca/en/release/59790/ontario-announces-provincewide-shutdown-to-stop-spread-of-covid-19-and-save-lives,https://www.ontario.ca/page/covid-19-provincewide-shutdown,Provincial/territorial,No,,"Clothing stores, Restaurants & eating places, Nightlife",None
179,179,ON263,Ont.,Wellington Dufferin Guelph,2020-12-21 00:00:00,2020-12-26 00:00:00,Closures,Grey - Lockdown,"Who: Government of Ontario. What: Prohibiting in-person shopping in most retail settings - curbside pickup and delivery can continue. Prohibiting indoor and outdoor dining. Restaurants, bars and other food or drink establishments will be permitted to operate by take out, drive-through, and delivery only. Secondary school students will continue learning remotely until January 25, 2021, at which point they may resume in-person learning. During this period, child care centres, authorized recreational and skill building programs and home-based child care services will remain open. From January 4-8, 2021, when elementary students move to remote learning, before and after school programs will be closed and emergency child care for health care and frontline workers will be provided. Government Providing Grants of up to $20,000 to Small Businesses Impacted by New Public Health Measures.",https://news.ontario.ca/en/release/59790/ontario-announces-provincewide-shutdown-to-stop-spread-of-covid-19-and-save-lives,https://www.ontario.ca/page/covid-19-provincewide-shutdown,Provincial/territorial,No,,"Clothing stores, Restaurants & eating places, Nightlife",None
180,180,ON263,Ont.,Simcoe Muskoka,2020-12-21 00:00:00,2020-12-26 00:00:00,Closures,Grey - Lockdown,"Who: Government of Ontario. What: Prohibiting in-person shopping in most retail settings - curbside pickup and delivery can continue. Prohibiting indoor and outdoor dining. Restaurants, bars and other food or drink establishments will be permitted to operate by take out, drive-through, and delivery only. Secondary school students will continue learning remotely until January 25, 2021, at which point they may resume in-person learning. During this period, child care centres, authorized recreational and skill building programs and home-based child care services will remain open. From January 4-8, 2021, when elementary students move to remote learning, before and after school programs will be closed and emergency child care for health care and frontline workers will be provided. Government Providing Grants of up to $20,000 to Small Businesses Impacted by New Public Health Measures.",https://news.ontario.ca/en/release/59790/ontario-announces-provincewide-shutdown-to-stop-spread-of-covid-19-and-save-lives,https://www.ontario.ca/page/covid-19-provincewide-shutdown,Provincial/territorial,No,,"Clothing stores, Restaurants & eating places, Nightlife",None
181,181,ON263,Ont.,Durham,2020-12-21 00:00:00,2020-12-26 00:00:00,Closures,Grey - Lockdown,"Who: Government of Ontario. What: Prohibiting in-person shopping in most retail settings - curbside pickup and delivery can continue. Prohibiting indoor and outdoor dining. Restaurants, bars and other food or drink establishments will be permitted to operate by take out, drive-through, and delivery only. Secondary school students will continue learning remotely until January 25, 2021, at which point they may resume in-person learning. During this period, child care centres, authorized recreational and skill building programs and home-based child care services will remain open. From January 4-8, 2021, when elementary students move to remote learning, before and after school programs will be closed and emergency child care for health care and frontline workers will be provided. Government Providing Grants of up to $20,000 to Small Businesses Impacted by New Public Health Measures.",https://news.ontario.ca/en/release/59790/ontario-announces-provincewide-shutdown-to-stop-spread-of-covid-19-and-save-lives,https://www.ontario.ca/page/covid-19-provincewide-shutdown,Provincial/territorial,No,,"Clothing stores, Restaurants & eating places, Nightlife",None
182,182,ON263,Ont.,Hamilton,2020-12-21 00:00:00,2020-12-26 00:00:00,Closures,Grey - Lockdown,"Who: Government of Ontario. What: Prohibiting in-person shopping in most retail settings - curbside pickup and delivery can continue. Prohibiting indoor and outdoor dining. Restaurants, bars and other food or drink establishments will be permitted to operate by take out, drive-through, and delivery only. Secondary school students will continue learning remotely until January 25, 2021, at which point they may resume in-person learning. During this period, child care centres, authorized recreational and skill building programs and home-based child care services will remain open. From January 4-8, 2021, when elementary students move to remote learning, before and after school programs will be closed and emergency child care for health care and frontline workers will be provided. Government Providing Grants of up to $20,000 to Small Businesses Impacted by New Public Health Measures.",https://news.ontario.ca/en/release/59790/ontario-announces-provincewide-shutdown-to-stop-spread-of-covid-19-and-save-lives,https://www.ontario.ca/page/covid-19-provincewide-shutdown,Provincial/territorial,No,,"Clothing stores, Restaurants & eating places, Nightlife",None
183,183,ON263,Ont.,Middlesex-London,2020-12-21 00:00:00,2020-12-26 00:00:00,Closures,Grey - Lockdown,"Who: Government of Ontario. What: Prohibiting in-person shopping in most retail settings - curbside pickup and delivery can continue. Prohibiting indoor and outdoor dining. Restaurants, bars and other food or drink establishments will be permitted to operate by take out, drive-through, and delivery only. Secondary school students will continue learning remotely until January 25, 2021, at which point they may resume in-person learning. During this period, child care centres, authorized recreational and skill building programs and home-based child care services will remain open. From January 4-8, 2021, when elementary students move to remote learning, before and after school programs will be closed and emergency child care for health care and frontline workers will be provided. Government Providing Grants of up to $20,000 to Small Businesses Impacted by New Public Health Measures.",https://news.ontario.ca/en/release/59790/ontario-announces-provincewide-shutdown-to-stop-spread-of-covid-19-and-save-lives,https://www.ontario.ca/page/covid-19-provincewide-shutdown,Provincial/territorial,No,,"Clothing stores, Restaurants & eating places, Nightlife",None
184,184,ON263,Ont.,Niagara,2020-12-21 00:00:00,2020-12-26 00:00:00,Closures,Grey - Lockdown,"Who: Government of Ontario. What: Prohibiting in-person shopping in most retail settings - curbside pickup and delivery can continue. Prohibiting indoor and outdoor dining. Restaurants, bars and other food or drink establishments will be permitted to operate by take out, drive-through, and delivery only. Secondary school students will continue learning remotely until January 25, 2021, at which point they may resume in-person learning. During this period, child care centres, authorized recreational and skill building programs and home-based child care services will remain open. From January 4-8, 2021, when elementary students move to remote learning, before and after school programs will be closed and emergency child care for health care and frontline workers will be provided. Government Providing Grants of up to $20,000 to Small Businesses Impacted by New Public Health Measures.",https://news.ontario.ca/en/release/59790/ontario-announces-provincewide-shutdown-to-stop-spread-of-covid-19-and-save-lives,https://www.ontario.ca/page/covid-19-provincewide-shutdown,Provincial/territorial,No,,"Clothing stores, Restaurants & eating places, Nightlife",None
185,185,ON263,Ont.,Ottawa,2020-12-21 00:00:00,2020-12-26 00:00:00,Closures,Grey - Lockdown,"Who: Government of Ontario. What: Prohibiting in-person shopping in most retail settings - curbside pickup and delivery can continue. Prohibiting indoor and outdoor dining. Restaurants, bars and other food or drink establishments will be permitted to operate by take out, drive-through, and delivery only. Secondary school students will continue learning remotely until January 25, 2021, at which point they may resume in-person learning. During this period, child care centres, authorized recreational and skill building programs and home-based child care services will remain open. From January 4-8, 2021, when elementary students move to remote learning, before and after school programs will be closed and emergency child care for health care and frontline workers will be provided. Government Providing Grants of up to $20,000 to Small Businesses Impacted by New Public Health Measures.",https://news.ontario.ca/en/release/59790/ontario-announces-provincewide-shutdown-to-stop-spread-of-covid-19-and-save-lives,https://www.ontario.ca/page/covid-19-provincewide-shutdown,Provincial/territorial,No,,"Clothing stores, Restaurants & eating places, Nightlife",None
186,186,ON263,Ont.,Toronto,2020-12-21 00:00:00,2020-12-26 00:00:00,Closures,Grey - Lockdown,"Who: Government of Ontario. What: Prohibiting in-person shopping in most retail settings - curbside pickup and delivery can continue. Prohibiting indoor and outdoor dining. Restaurants, bars and other food or drink establishments will be permitted to operate by take out, drive-through, and delivery only. Secondary school students will continue learning remotely until January 25, 2021, at which point they may resume in-person learning. During this period, child care centres, authorized recreational and skill building programs and home-based child care services will remain open. From January 4-8, 2021, when elementary students move to remote learning, before and after school programs will be closed and emergency child care for health care and frontline workers will be provided. Government Providing Grants of up to $20,000 to Small Businesses Impacted by New Public Health Measures.",https://news.ontario.ca/en/release/59790/ontario-announces-provincewide-shutdown-to-stop-spread-of-covid-19-and-save-lives,https://www.ontario.ca/page/covid-19-provincewide-shutdown,Provincial/territorial,No,,"Clothing stores, Restaurants & eating places, Nightlife",None
187,187,ON263,Ont.,Waterloo,2020-12-21 00:00:00,2020-12-26 00:00:00,Closures,Grey - Lockdown,"Who: Government of Ontario. What: Prohibiting in-person shopping in most retail settings - curbside pickup and delivery can continue. Prohibiting indoor and outdoor dining. Restaurants, bars and other food or drink establishments will be permitted to operate by take out, drive-through, and delivery only. Secondary school students will continue learning remotely until January 25, 2021, at which point they may resume in-person learning. During this period, child care centres, authorized recreational and skill building programs and home-based child care services will remain open. From January 4-8, 2021, when elementary students move to remote learning, before and after school programs will be closed and emergency child care for health care and frontline workers will be provided. Government Providing Grants of up to $20,000 to Small Businesses Impacted by New Public Health Measures.",https://news.ontario.ca/en/release/59790/ontario-announces-provincewide-shutdown-to-stop-spread-of-covid-19-and-save-lives,https://www.ontario.ca/page/covid-19-provincewide-shutdown,Provincial/territorial,No,,"Clothing stores, Restaurants & eating places, Nightlife",None
188,188,ON263,Ont.,Windsor-Essex,2020-12-21 00:00:00,2020-12-26 00:00:00,Closures,Grey - Lockdown,"Who: Government of Ontario. What: Prohibiting in-person shopping in most retail settings - curbside pickup and delivery can continue. Prohibiting indoor and outdoor dining. Restaurants, bars and other food or drink establishments will be permitted to operate by take out, drive-through, and delivery only. Secondary school students will continue learning remotely until January 25, 2021, at which point they may resume in-person learning. During this period, child care centres, authorized recreational and skill building programs and home-based child care services will remain open. From January 4-8, 2021, when elementary students move to remote learning, before and after school programs will be closed and emergency child care for health care and frontline workers will be provided. Government Providing Grants of up to $20,000 to Small Businesses Impacted by New Public Health Measures.",https://news.ontario.ca/en/release/59790/ontario-announces-provincewide-shutdown-to-stop-spread-of-covid-19-and-save-lives,https://www.ontario.ca/page/covid-19-provincewide-shutdown,Provincial/territorial,No,,"Clothing stores, Restaurants & eating places, Nightlife",None
189,189,ON264,Ont.,Middlesex-London,,2020-12-07 00:00:00,Restrictions,Orange - Restrict,"Who: Middlesex-London Health Unit. What: Recreation and services permited with restrictions. Oxygen bars, steam rooms, saunas, bath houses and other adult venues, closed. Public health measures for high risk settings.",https://www.ontario.ca/page/covid-19-response-framework-keeping-ontario-safe-and-open#control,,Regional,No,Restaurants & eating places; Personal care,"Personal care, Nightlife",Middlesex-London
190,190,ON265,Ont.,Niagara,2020-12-18 00:00:00,2020-12-21 00:00:00,Closures,Red - Control,"Who: Government of Ontario What: Indoor gyms and fitness centres (i.e., exercise classes and weight and exercise rooms);
Casinos, bingo halls and other gaming establishments;
Indoor cinemas, performing arts centres and venues, (except for rehearsing or performing a recorded or broadcasted performance subject to conditions, including no spectators);
Spectator areas in racing venues;
Interactive exhibits or exhibits with high risk of personal contact in museums, galleries, zoos, science centres, landmarks, etc.;",https://news.ontario.ca/en/release/59776/ontario-taking-further-action-to-limit-spread-of-covid-19,Not applicable,Regional,No,Fitness; Nightlife,"Activities, Fitness, Nightlife",None
191,191,ON265,Ont.,Kingston Frontenac Lennox & Addington,2020-12-18 00:00:00,2020-12-21 00:00:00,Closures,Orange - Restrict,"Who: Kingston Frontenac Lennox & Addington. What: Recreation and services permited with restrictions. Oxygen bars, steam rooms, saunas, bath houses and other adult venues, closed. Public health measures for high risk settings.",https://news.ontario.ca/en/release/59776/ontario-taking-further-action-to-limit-spread-of-covid-19,Not applicable,Regional,No,,"Personal care, Nightlife",Kingston Frontenac Lennox & Addington
192,192,QC107,Que.,Montréal,2020-09-28 00:00:00,2020-10-28 00:00:00,Extended Closures,Extended - Level 4 (Red),"Restaurants - dining rooms closed. Bars, breweries, taverns, casinos closed. Microbreweries and distilleries, closed only for on-site eating or drinking. Public activites prohibited. Performance venues, cinemas, theatres and museums closed. Libraries - closed other than those maintained by educational institutions, with the exception of loan counters. Non-essential health services. Education - only one stable class group is permitted, with no physical distancing requirement, at all times. Extracurricular activities are suspended. Field trips and interscolastic activities are suspended. Loans and rentals of rooms are suspended. Post-secondary - As many activities as possible provided through distance education. Recreation - no organized sports, physical or recreational activities are permitted. Indoor and outdoor sports and recreation facilities may remain open for individual activities, but access to locker rooms is not permitted; however, washrooms remain available. Competitions and spectators are not permitted. Effective until: Jan 11, 2020.",https://www.cbc.ca/news/canada/montreal/covid-19-montreal-quebec-city-highest-alert-level-1.5741399,Not applicable,Regional,No,,"Fitness, Activities, Restaurants & eating places, Nightlife",None
193,193,QC108,Que.,Capitale-Nationale,2020-10-19 00:00:00,2020-10-22 00:00:00,Closures,Level 4 (Red),"Restaurants - dining rooms closed. Bars, breweries, taverns, casinos closed. Microbreweries and distilleries, closed only for on-site eating or drinking. Public activites prohibited. Performance venues, cinemas, theatres and museums closed. Libraries - closed other than those maintained by educational institutions, with the exception of loan counters. Non-essential health services. Education - only one stable class group is permitted, with no physical distancing requirement, at all times. Extracurricular activities are suspended. Field trips and interscolastic activities are suspended. Loans and rentals of rooms are suspended. Post-secondary - As many activities as possible provided through distance education. Recreation - no organized sports, physical or recreational activities are permitted. Indoor and outdoor sports and recreation facilities may remain open for individual activities, but access to locker rooms is not permitted; however, washrooms remain available. Competitions and spectators are not permitted. Effective until: Oct 28, 2020.",https://www.quebec.ca/en/health/health-issues/a-z/2019-coronavirus/progressive-regional-alert-and-intervention-system/map-of-covid-19-alert-levels-by-region/,https://globalnews.ca/news/7393715/quebec-coronavirus-oct-13/,Regional,No,Restaurants & eating places; Nightlife; Fitness; Personal care,"Fitness, Activities, Restaurants & eating places, Nightlife",None
194,194,QC109,Que.,Montréal,2020-11-19 00:00:00,2020-11-19 00:00:00,Extended Closures,Level 4 (Red),"Restaurants - dining rooms closed. Bars, breweries, taverns, casinos closed. Microbreweries and distilleries, closed only for on-site eating or drinking. Public activites prohibited. Performance venues, cinemas, theatres and museums closed. Libraries - closed other than those maintained by educational institutions, with the exception of loan counters. Non-essential health services. Education - only one stable class group is permitted, with no physical distancing requirement, at all times. Extracurricular activities are suspended. Field trips and interscolastic activities are suspended. Loans and rentals of rooms are suspended. Post-secondary - As many activities as possible provided through distance education. Recreation - no organized sports, physical or recreational activities are permitted. Indoor and outdoor sports and recreation facilities may remain open for individual activities, but access to locker rooms is not permitted; however, washrooms remain available. Competitions and spectators are not permitted. Effective until: Jan 11, 2020.",https://www.quebec.ca/en/health/health-issues/a-z/2019-coronavirus/progressive-regional-alert-and-intervention-system/map-of-covid-19-alert-levels-by-region/,https://www.quebec.ca/en/health/health-issues/a-z/2019-coronavirus/progressive-regional-alert-and-intervention-system/map-of-covid-19-alert-levels-by-region/,Regional,No,,"Fitness, Activities, Restaurants & eating places, Nightlife",None
195,195,QC336,Que.,Capitale-Nationale,2020-08-10 00:00:00,2020-08-10 00:00:00,Policy,Openings - education,"Who: Office of the minister of education and higher education
What: Announced operational plan for fall reopenings for schools including updates on case management for these institutions: classes will no longer need to be divided into subgroups of a maximum of 6 students; students must maintain a physical distance of 2 metres with members of the school staff and other groups of students but do not need to maintain physical distancing between students within the same classroom; all students must return to in-person learning (exceptions for students with medical conditions or living with someone with a medical condition, who will have distance learning made available to them); masks are mandatory for all students from grade 5 up as well as for all members of the school staff when travelling within the school or on school public transport; masks are not mandatory inside the classroom or cafeterias 
Effective until: ",https://www.newswire.ca/fr/news-releases/le-gouvernement-du-quebec-actualise-le-plan-de-la-rentree-scolaire-845848853.html,https://cdn-contenu.quebec.ca/cdn-contenu/adm/min/sante-services-sociaux/publications-adm/lois-reglements/decret-885-2020-anglais.pdf?1597868919,Provincial/territorial,No,,None,None
196,196,QC336,Que.,Montréal,2020-08-10 00:00:00,2020-08-10 00:00:00,Policy,Openings - education,"Who: Office of the minister of education and higher education
What: Announced operational plan for fall reopenings for schools including updates on case management for these institutions: classes will no longer need to be divided into subgroups of a maximum of 6 students; students must maintain a physical distance of 2 metres with members of the school staff and other groups of students but do not need to maintain physical distancing between students within the same classroom; all students must return to in-person learning (exceptions for students with medical conditions or living with someone with a medical condition, who will have distance learning made available to them); masks are mandatory for all students from grade 5 up as well as for all members of the school staff when travelling within the school or on school public transport; masks are not mandatory inside the classroom or cafeterias 
Effective until: ",https://www.newswire.ca/fr/news-releases/le-gouvernement-du-quebec-actualise-le-plan-de-la-rentree-scolaire-845848853.html,https://cdn-contenu.quebec.ca/cdn-contenu/adm/min/sante-services-sociaux/publications-adm/lois-reglements/decret-885-2020-anglais.pdf?1597868919,Provincial/territorial,No,,None,None
197,197,QC336,Que.,Estrie,2020-08-10 00:00:00,2020-08-10 00:00:00,Policy,Openings - education,"Who: Office of the minister of education and higher education
What: Announced operational plan for fall reopenings for schools including updates on case management for these institutions: classes will no longer need to be divided into subgroups of a maximum of 6 students; students must maintain a physical distance of 2 metres with members of the school staff and other groups of students but do not need to maintain physical distancing between students within the same classroom; all students must return to in-person learning (exceptions for students with medical conditions or living with someone with a medical condition, who will have distance learning made available to them); masks are mandatory for all students from grade 5 up as well as for all members of the school staff when travelling within the school or on school public transport; masks are not mandatory inside the classroom or cafeterias 
Effective until: ",https://www.newswire.ca/fr/news-releases/le-gouvernement-du-quebec-actualise-le-plan-de-la-rentree-scolaire-845848853.html,https://cdn-contenu.quebec.ca/cdn-contenu/adm/min/sante-services-sociaux/publications-adm/lois-reglements/decret-885-2020-anglais.pdf?1597868919,Provincial/territorial,No,,None,None
