,Entry ID,Jurisdiction,Health Region,Implemented,Category,Type,Summary,Source,Level,Source type,Expired
301,QC108,Que.,Capitale-Nationale,2020-10-22 00:00:00,Closures,Level 4 (Red),"Restaurants - dining rooms closed. Bars, breweries, taverns, casinos closed. Microbreweries and distilleries, closed only for on-site eating or drinking. Public activites prohibited. Performance venues, cinemas, theatres and museums closed. Libraries - closed other than those maintained by educational institutions, with the exception of loan counters. Non-essential health services. Education - only one stable class group is permitted, with no physical distancing requirement, at all times. Extracurricular activities are suspended. Field trips and interscolastic activities are suspended. Loans and rentals of rooms are suspended. Post-secondary - As many activities as possible provided through distance education. Recreation - no organized sports, physical or recreational activities are permitted. Indoor and outdoor sports and recreation facilities may remain open for individual activities, but access to locker rooms is not permitted; however, washrooms remain available. Competitions and spectators are not permitted. Effective until: Oct 28, 2020.",https://www.quebec.ca/en/health/health-issues/a-z/2019-coronavirus/progressive-regional-alert-and-intervention-system/map-of-covid-19-alert-levels-by-region/,Regional,Government,
302,QC109,Que.,Montréal,2020-11-19 00:00:00,Extended Closures,Level 4 (Red),"Restaurants - dining rooms closed. Bars, breweries, taverns, casinos closed. Microbreweries and distilleries, closed only for on-site eating or drinking. Public activites prohibited. Performance venues, cinemas, theatres and museums closed. Libraries - closed other than those maintained by educational institutions, with the exception of loan counters. Non-essential health services. Education - only one stable class group is permitted, with no physical distancing requirement, at all times. Extracurricular activities are suspended. Field trips and interscolastic activities are suspended. Loans and rentals of rooms are suspended. Post-secondary - As many activities as possible provided through distance education. Recreation - no organized sports, physical or recreational activities are permitted. Indoor and outdoor sports and recreation facilities may remain open for individual activities, but access to locker rooms is not permitted; however, washrooms remain available. Competitions and spectators are not permitted. Effective until: Jan 11, 2020.",https://www.quebec.ca/en/health/health-issues/a-z/2019-coronavirus/progressive-regional-alert-and-intervention-system/map-of-covid-19-alert-levels-by-region/,Regional,News,
303,QC376,Que.,Montréal,2020-10-01 00:00:00,Closures,Level 4 (Red),"Restaurants - dining rooms closed. Bars, breweries, taverns, casinos closed. Microbreweries and distilleries, closed only for on-site eating or drinking. Public activites prohibited. Performance venues, cinemas, theatres and museums closed. Libraries - closed other than those maintained by educational institutions, with the exception of loan counters. Non-essential health services. Education - only one stable class group is permitted, with no physical distancing requirement, at all times. Extracurricular activities are suspended. Field trips and interscolastic activities are suspended. Loans and rentals of rooms are suspended. Post-secondary - As many activities as possible provided through distance education. Recreation - no organized sports, physical or recreational activities are permitted. Indoor and outdoor sports and recreation facilities may remain open for individual activities, but access to locker rooms is not permitted; however, washrooms remain available. Competitions and spectators are not permitted. Effective until: Jan 11, 2020. Effective until: Oct 28, 2020.",https://www.cbc.ca/news/canada/montreal/covid-19-quebec-oct-1-1.5745858,Regional,Government,
304,QC377,Que.,Estrie,2020-11-12 00:00:00,Closures,Level 4 (Red),"Restaurants - dining rooms closed. Bars, breweries, taverns, casinos closed. Microbreweries and distilleries, closed only for on-site eating or drinking. Public activites prohibited. Performance venues, cinemas, theatres and museums closed. Libraries - closed other than those maintained by educational institutions, with the exception of loan counters. Non-essential health services. Education - only one stable class group is permitted, with no physical distancing requirement, at all times. Extracurricular activities are suspended. Field trips and interscolastic activities are suspended. Loans and rentals of rooms are suspended. Post-secondary - As many activities as possible provided through distance education. Recreation - no organized sports, physical or recreational activities are permitted. Indoor and outdoor sports and recreation facilities may remain open for individual activities, but access to locker rooms is not permitted; however, washrooms remain available. Competitions and spectators are not permitted. Effective until: Jan 11, 2020. Effective until: Oct 28, 2020.",https://www.quebec.ca/en/health/health-issues/a-z/2019-coronavirus/progressive-regional-alert-and-intervention-system/map-of-covid-19-alert-levels-by-region/,Regional,Government,
305,QC378,Que.,Mauricie,2020-10-11 00:00:00,Closures,Level 4 (Red),"Restaurants - dining rooms closed. Bars, breweries, taverns, casinos closed. Microbreweries and distilleries, closed only for on-site eating or drinking. Public activites prohibited. Performance venues, cinemas, theatres and museums closed. Libraries - closed other than those maintained by educational institutions, with the exception of loan counters. Non-essential health services. Education - only one stable class group is permitted, with no physical distancing requirement, at all times. Extracurricular activities are suspended. Field trips and interscolastic activities are suspended. Loans and rentals of rooms are suspended. Post-secondary - As many activities as possible provided through distance education. Recreation - no organized sports, physical or recreational activities are permitted. Indoor and outdoor sports and recreation facilities may remain open for individual activities, but access to locker rooms is not permitted; however, washrooms remain available. Competitions and spectators are not permitted. Effective until: Jan 11, 2020. Effective until: Oct 28, 2020.",https://www.quebec.ca/en/health/health-issues/a-z/2019-coronavirus/progressive-regional-alert-and-intervention-system/map-of-covid-19-alert-levels-by-region/,Regional,Government,
306,QC379,Que.,Montréal,2020-12-25 00:00:00,Closures,Level 4 (Red),"(i) closure of non-priority businesses from December 25, 2020 to January 10, 2021 (inclusively) (ii) restrictions on the number of persons allowed in businesses while they are permitted to remain open; and (iii) mandatory teleworking from December 17, 2020 to January 10, 2021 (inclusively). restaurants, and food courts in shopping centres and food stores, except for deliveries, take-outs or drive-through orders; bars and discotheques; microbreweries and distilleries in respect of their services permitting consumption of food or beverages on the premises; casinos and gaming houses; museums, biodomes, planetariums, insectariums, botanical gardens, aquariums and zoos except that, as of December 17, 2020, outdoor activities requiring participants be in motion, such as sports-related activities or walking circuits are permitted at these sites; arcades and, for their indoor activities, thematic sites, amusement centres and parks, recreational centres and water parks; saunas and spas, except personal care provided therein; libraries other than those in educational institutions, except lending desks; movie theatres and rooms in which performing arts are presented, including venues where the arts are broadcast; youth hostels; physical training rooms; and any indoor place used for an event-based or social activity or for games such as bowling, darts, billiards and the like, other than a private residence.",https://www.stikeman.com/en-ca/kh/corporations-commercial-law/quebec-announces-regional-and-province-wide-restrictions,Regional,Government,
307,QC379,Que.,Estrie,2020-12-25 00:00:00,Closures,Level 4 (Red),"(i) closure of non-priority businesses from December 25, 2020 to January 10, 2021 (inclusively) (ii) restrictions on the number of persons allowed in businesses while they are permitted to remain open; and (iii) mandatory teleworking from December 17, 2020 to January 10, 2021 (inclusively). restaurants, and food courts in shopping centres and food stores, except for deliveries, take-outs or drive-through orders; bars and discotheques; microbreweries and distilleries in respect of their services permitting consumption of food or beverages on the premises; casinos and gaming houses; museums, biodomes, planetariums, insectariums, botanical gardens, aquariums and zoos except that, as of December 17, 2020, outdoor activities requiring participants be in motion, such as sports-related activities or walking circuits are permitted at these sites; arcades and, for their indoor activities, thematic sites, amusement centres and parks, recreational centres and water parks; saunas and spas, except personal care provided therein; libraries other than those in educational institutions, except lending desks; movie theatres and rooms in which performing arts are presented, including venues where the arts are broadcast; youth hostels; physical training rooms; and any indoor place used for an event-based or social activity or for games such as bowling, darts, billiards and the like, other than a private residence.",https://www.stikeman.com/en-ca/kh/corporations-commercial-law/quebec-announces-regional-and-province-wide-restrictions,Regional,Government,
308,QC379,Que.,Mauricie,2020-12-25 00:00:00,Closures,Level 4 (Red),"(i) closure of non-priority businesses from December 25, 2020 to January 10, 2021 (inclusively) (ii) restrictions on the number of persons allowed in businesses while they are permitted to remain open; and (iii) mandatory teleworking from December 17, 2020 to January 10, 2021 (inclusively). restaurants, and food courts in shopping centres and food stores, except for deliveries, take-outs or drive-through orders; bars and discotheques; microbreweries and distilleries in respect of their services permitting consumption of food or beverages on the premises; casinos and gaming houses; museums, biodomes, planetariums, insectariums, botanical gardens, aquariums and zoos except that, as of December 17, 2020, outdoor activities requiring participants be in motion, such as sports-related activities or walking circuits are permitted at these sites; arcades and, for their indoor activities, thematic sites, amusement centres and parks, recreational centres and water parks; saunas and spas, except personal care provided therein; libraries other than those in educational institutions, except lending desks; movie theatres and rooms in which performing arts are presented, including venues where the arts are broadcast; youth hostels; physical training rooms; and any indoor place used for an event-based or social activity or for games such as bowling, darts, billiards and the like, other than a private residence.",https://www.stikeman.com/en-ca/kh/corporations-commercial-law/quebec-announces-regional-and-province-wide-restrictions,Regional,Government,
309,QC379,Que.,Saguenay,2020-12-25 00:00:00,Closures,Level 4 (Red),"(i) closure of non-priority businesses from December 25, 2020 to January 10, 2021 (inclusively) (ii) restrictions on the number of persons allowed in businesses while they are permitted to remain open; and (iii) mandatory teleworking from December 17, 2020 to January 10, 2021 (inclusively). restaurants, and food courts in shopping centres and food stores, except for deliveries, take-outs or drive-through orders; bars and discotheques; microbreweries and distilleries in respect of their services permitting consumption of food or beverages on the premises; casinos and gaming houses; museums, biodomes, planetariums, insectariums, botanical gardens, aquariums and zoos except that, as of December 17, 2020, outdoor activities requiring participants be in motion, such as sports-related activities or walking circuits are permitted at these sites; arcades and, for their indoor activities, thematic sites, amusement centres and parks, recreational centres and water parks; saunas and spas, except personal care provided therein; libraries other than those in educational institutions, except lending desks; movie theatres and rooms in which performing arts are presented, including venues where the arts are broadcast; youth hostels; physical training rooms; and any indoor place used for an event-based or social activity or for games such as bowling, darts, billiards and the like, other than a private residence.",https://www.stikeman.com/en-ca/kh/corporations-commercial-law/quebec-announces-regional-and-province-wide-restrictions,Regional,Government,
310,QC380,Que.,Montréal,2021-01-09 00:00:00,Restrictions,Level 4 (Red),"As of January 9, 2021, to comply with the 8 p.m. curfew, all commercial enterprises must close their doors not later than 7:30 p.m. Dining rooms are closed, Bars, brasseries, taverns, and casinos
Closed, Personal and beauty care services closed. Effective Until: February 9, 2021.",https://www.quebec.ca/en/health/health-issues/a-z/2019-coronavirus/confinement-in-quebec/,Regional,Government,
311,QC380,Que.,Estrie,2021-01-09 00:00:00,Restrictions,Level 4 (Red),"As of January 9, 2021, to comply with the 8 p.m. curfew, all commercial enterprises must close their doors not later than 7:30 p.m. Dining rooms are closed, Bars, brasseries, taverns, and casinos
Closed, Personal and beauty care services closed. Effective Until: February 9, 2021.",https://www.quebec.ca/en/health/health-issues/a-z/2019-coronavirus/confinement-in-quebec/,Regional,Government,
312,QC380,Que.,Mauricie,2021-01-09 00:00:00,Restrictions,Level 4 (Red),"As of January 9, 2021, to comply with the 8 p.m. curfew, all commercial enterprises must close their doors not later than 7:30 p.m. Dining rooms are closed, Bars, brasseries, taverns, and casinos
Closed, Personal and beauty care services closed. Effective Until: February 9, 2021.",https://www.quebec.ca/en/health/health-issues/a-z/2019-coronavirus/confinement-in-quebec/,Regional,Government,
313,QC380,Que.,Saguenay,2021-01-09 00:00:00,Restrictions,Level 4 (Red),"As of January 9, 2021, to comply with the 8 p.m. curfew, all commercial enterprises must close their doors not later than 7:30 p.m. Dining rooms are closed, Bars, brasseries, taverns, and casinos
Closed, Personal and beauty care services closed. Effective Until: February 9, 2021.",https://www.quebec.ca/en/health/health-issues/a-z/2019-coronavirus/confinement-in-quebec/,Regional,Government,
315,QC380,Que.,Capitale-Nationale,2021-01-09 00:00:00,Restrictions,Level 4 (Red),"As of January 9, 2021, to comply with the 8 p.m. curfew, all commercial enterprises must close their doors not later than 7:30 p.m. Dining rooms are closed, Bars, brasseries, taverns, and casinos
Closed, Personal and beauty care services closed. Effective Until: February 9, 2021.",https://www.quebec.ca/en/health/health-issues/a-z/2019-coronavirus/confinement-in-quebec/,Regional,Government,
317,NS135,N.S.,Zone 4 - Central,2021-01-11 00:00:00,Restrictions,Restrictions - non-essential services,"What: Retail stores need to follow the Health Protection Act Order, including limiting shoppers and staff to 50% of the store's capacity.",https://novascotia.ca/coronavirus/restriction-updates/,Provincial/territorial,Government,
319,SK191,Sask.,Saskatoon,2020-11-27 00:00:00,Restrictions,Restrictions- non-essential services,"Who: Government of Saskatchewan
What: Prohibited places of worship of more than 30 people, including wedding, funeral, and baptismal services. Food and drink must not be present or served. Limited customer capacity for large retail locaitons to 50% or 4 square metres of space per person, whichever is less. Enhanced exception of mask use and mitigation measures.
Effective until: 2020-01-29",https://www.saskatchewan.ca/government/news-and-media/2020/november/25/covid-19-update-new-measures-in-effect-november-27,Provincial/territorial,CIHI,
320,SK191,Sask.,Regina,2020-11-27 00:00:00,Restrictions,Restrictions- non-essential services,"Who: Government of Saskatchewan
What: Prohibited places of worship of more than 30 people, including wedding, funeral, and baptismal services. Food and drink must not be present or served. Limited customer capacity for large retail locaitons to 50% or 4 square metres of space per person, whichever is less. Enhanced exception of mask use and mitigation measures.
Effective until: 2020-01-29",https://www.saskatchewan.ca/government/news-and-media/2020/november/25/covid-19-update-new-measures-in-effect-november-27,Provincial/territorial,CIHI,
321,SK200,Sask.,Saskatoon,2020-12-14 00:00:00,Closures,Closures - recreation,"What: all casinos, bingo halls, and gaming centers shall close. Owners or operators of personal service facilities identified as an allowable business on the critical public services and allowable business list shall not exceed 50 percent of the occupant load for small businesses and 25 percent for small.",https://www.saskatchewan.ca/government/news-and-media/2020/december/14/covid-19-update-new-measures-to-further-reduce-transmission-risk,Provincial/territorial,CIHI,
322,SK200,Sask.,Regina,2020-12-17 00:00:00,Closures,Closures - recreation,"What: all casinos, bingo halls, and gaming centers shall close. Owners or operators of personal service facilities identified as an allowable business on the critical public services and allowable business list shall not exceed 50 percent of the occupant.",https://www.saskatchewan.ca/government/news-and-media/2020/december/14/covid-19-update-new-measures-to-further-reduce-transmission-risk,Provincial/territorial,CIHI,
323,AB214,Alta.,Calgary,2020-11-27 00:00:00,Closures,Closures - non-essential services,"Who: Government of Alberta
What: The regions of Calgary, Edmonton and other specified regions of Alberta (for full list, refer to secondary source column) were moved to Enhanced lockdown. Limited restaurants, bars, pubs and lounges, to no more than 6 people per table with distancing between tables, and stop liquor sales at 10:00pm. All food and drink establishments must close at 11:00pm with the exception of casinos. Restricted retail, entertainment and event services to 25% capacity (e.g. grocery stores, clothing stores, movie theatres, libraries). Closed in-person services (e.g. banquet halls, concert venues, conference centers, racing centers, indoor amusement parks). Restricted personal and professional services (e.g. lawyers, accountants) to one-on-one appointment only. 
Effective until: ",https://web.archive.org/web/20201125051018/https://www.alberta.ca/enhanced-public-health-measures.aspx,Regional,CIHI,
324,AB215,Alta.,Calgary,2020-11-27 00:00:00,Closures,Closures - recreation,"Who: Government of Alberta
What: The regions of Calgary, Edmonton and other specified regions of Alberta (for full list, refer to secondary source column) were moved to Enhanced lockdowns. Prohibited all indoor and outdoor children play areas and all levels of sport (e.g. professional, junior, armature) including community centers with outlined exemptions. Restricted indoor fitness and recreation centers to 25% capacity (e.g. dance studio, gyms), with a prohibition on group activities. 
Effective until: ",https://web.archive.org/web/20201125051018/https://www.alberta.ca/enhanced-public-health-measures.aspx,Regional,CIHI,
325,AB214,Alta.,Edmonton,2020-11-27 00:00:00,Closures,Closures - non-essential services,"Who: Government of Alberta
What: The regions of Calgary, Edmonton and other specified regions of Alberta (for full list, refer to secondary source column) were moved to Enhanced lockdown. Limited restaurants, bars, pubs and lounges, to no more than 6 people per table with distancing between tables, and stop liquor sales at 10:00pm. All food and drink establishments must close at 11:00pm with the exception of casinos. Restricted retail, entertainment and event services to 25% capacity (e.g. grocery stores, clothing stores, movie theatres, libraries). Closed in-person services (e.g. banquet halls, concert venues, conference centers, racing centers, indoor amusement parks). Restricted personal and professional services (e.g. lawyers, accountants) to one-on-one appointment only. 
Effective until: ",https://web.archive.org/web/20201125051018/https://www.alberta.ca/enhanced-public-health-measures.aspx,Regional,CIHI,
326,AB215,Alta.,Edmonton,2020-11-27 00:00:00,Closures,Closures - recreation,"Who: Government of Alberta
What: The regions of Calgary, Edmonton and other specified regions of Alberta (for full list, refer to secondary source column) were moved to Enhanced lockdowns. Prohibited all indoor and outdoor children play areas and all levels of sport (e.g. professional, junior, armature) including community centers with outlined exemptions. Restricted indoor fitness and recreation centers to 25% capacity (e.g. dance studio, gyms), with a prohibition on group activities. 
Effective until: ",https://web.archive.org/web/20201125051018/https://www.alberta.ca/enhanced-public-health-measures.aspx,Regional,CIHI,
327,AB214,Alta.,Central Zone,2020-11-27 00:00:00,Closures,Closures - non-essential services,"Who: Government of Alberta
What: The regions of Calgary, Edmonton and other specified regions of Alberta (for full list, refer to secondary source column) were moved to Enhanced lockdown. Limited restaurants, bars, pubs and lounges, to no more than 6 people per table with distancing between tables, and stop liquor sales at 10:00pm. All food and drink establishments must close at 11:00pm with the exception of casinos. Restricted retail, entertainment and event services to 25% capacity (e.g. grocery stores, clothing stores, movie theatres, libraries). Closed in-person services (e.g. banquet halls, concert venues, conference centers, racing centers, indoor amusement parks). Restricted personal and professional services (e.g. lawyers, accountants) to one-on-one appointment only. 
Effective until: ",https://web.archive.org/web/20201125051018/https://www.alberta.ca/enhanced-public-health-measures.aspx,Regional,CIHI,
328,AB215,Alta.,Central Zone,2020-11-27 00:00:00,Closures,Closures - recreation,"Who: Government of Alberta
What: The regions of Calgary, Edmonton and other specified regions of Alberta (for full list, refer to secondary source column) were moved to Enhanced lockdowns. Prohibited all indoor and outdoor children play areas and all levels of sport (e.g. professional, junior, armature) including community centers with outlined exemptions. Restricted indoor fitness and recreation centers to 25% capacity (e.g. dance studio, gyms), with a prohibition on group activities. 
Effective until: ",https://web.archive.org/web/20201125051018/https://www.alberta.ca/enhanced-public-health-measures.aspx,Regional,CIHI,
329,AB234,Alta.,Central Zone,2020-12-13 00:00:00,Restrictions,Restrictions - health services,"Who: Government of Alberta
What: The province moved to lockdown-enhanced. Restricted regulated health professions (e.g. physicians, dentists, physiotherapists) and to one-on-one appointments only. 
Effective until: 2020-01-21",https://www.alberta.ca/release.cfm?xID=75859ADEA5D5E-045D-2386-0CB140C175A800DD,Provincial/territorial,CIHI,
330,AB231,Alta.,Edmonton,2020-12-13 00:00:00,Restrictions,Restrictions - non-essential services,"Who: Government of Alberta
What:The province moved to lockdown-enhanced. Prohibited indoor and outdoor service at restaurants, bars, lounges, cafes and other food and drink establishments. Restricted retail services to 15% capacity or 5 customers. Closed all personal and wellness services. 
Effective until:2021-01-21",https://www.alberta.ca/release.cfm?xID=75859ADEA5D5E-045D-2386-0CB140C175A800DD,Provincial/territorial,CIHI,
331,AB232,Alta.,Edmonton,2020-12-13 00:00:00,Closures,Closures - recreation,"Who:Government of Alberta
What:The province moved to lockdown-enhanced. Prohibited indoor and outdoor sports and closed recreational centers including gyms and fitness studios. Outdoor group physical activity limited to 10 people or less, highly recommended being within single households. Limited performance activities such as dancing, theatre and musical instruments to a maximum of 2 people indoors and 10 people outdoors. Closed all indoor and outdoor entertainment facilities such as casinos, libraries, raceways and movie theaters.
Effective until: 2021-01-21",https://www.alberta.ca/release.cfm?xID=75859ADEA5D5E-045D-2386-0CB140C175A800DD,Provincial/territorial,CIHI,
332,AB234,Alta.,Edmonton,2020-12-13 00:00:00,Restrictions,Restrictions - health services,"Who: Government of Alberta
What: The province moved to lockdown-enhanced. Restricted regulated health professions (e.g. physicians, dentists, physiotherapists) and to one-on-one appointments only. 
Effective until: 2020-01-21",https://www.alberta.ca/release.cfm?xID=75859ADEA5D5E-045D-2386-0CB140C175A800DD,Provincial/territorial,CIHI,
333,AB231,Alta.,Calgary,2020-12-13 00:00:00,Restrictions,Restrictions - non-essential services,"Who: Government of Alberta
What:The province moved to lockdown-enhanced. Prohibited indoor and outdoor service at restaurants, bars, lounges, cafes and other food and drink establishments. Restricted retail services to 15% capacity or 5 customers. Closed all personal and wellness services. 
Effective until:2021-01-21",https://www.alberta.ca/release.cfm?xID=75859ADEA5D5E-045D-2386-0CB140C175A800DD,Provincial/territorial,CIHI,
334,AB232,Alta.,Calgary,2020-12-13 00:00:00,Closures,Closures - recreation,"Who:Government of Alberta
What:The province moved to lockdown-enhanced. Prohibited indoor and outdoor sports and closed recreational centers including gyms and fitness studios. Outdoor group physical activity limited to 10 people or less, highly recommended being within single households. Limited performance activities such as dancing, theatre and musical instruments to a maximum of 2 people indoors and 10 people outdoors. Closed all indoor and outdoor entertainment facilities such as casinos, libraries, raceways and movie theaters.
Effective until: 2021-01-21",https://www.alberta.ca/release.cfm?xID=75859ADEA5D5E-045D-2386-0CB140C175A800DD,Provincial/territorial,CIHI,
335,AB234,Alta.,Calgary,2020-12-13 00:00:00,Restrictions,Restrictions - health services,"Who: Government of Alberta
What: The province moved to lockdown-enhanced. Restricted regulated health professions (e.g. physicians, dentists, physiotherapists) and to one-on-one appointments only. 
Effective until: 2020-01-21",https://www.alberta.ca/release.cfm?xID=75859ADEA5D5E-045D-2386-0CB140C175A800DD,Provincial/territorial,CIHI,
336,AB182,Alta.,Calgary,2021-01-18 00:00:00,Openings,Openings - non-essential services,What: Personal and wellness services opened for appointments only.,https://www.alberta.ca/release.cfm?xID=7716923690664-C93B-2911-9E7A4B32B9610F48#jumplinks-0,Provincial/territorial,Government,
337,AB182,Alta.,Central Zone,2021-01-18 00:00:00,Openings,Openings - non-essential services,What: Personal and wellness services opened for appointments only.,https://www.alberta.ca/release.cfm?xID=7716923690664-C93B-2911-9E7A4B32B9610F48#jumplinks-0,Provincial/territorial,Government,
338,AB182,Alta.,Edmonton,2021-01-18 00:00:00,Openings,Openings - non-essential services,What: Personal and wellness services opened for appointments only.,https://www.alberta.ca/release.cfm?xID=7716923690664-C93B-2911-9E7A4B32B9610F48#jumplinks-0,Provincial/territorial,Government,
339,AB183,Alta.,Calgary,2021-02-08 00:00:00,Openings,Openings - non-essential services,"What: Only one-on-one training is permitted for indoor fitness activities (e.g. fitness in dance studios, training figure skating on ice, one-on-one lessons). Children and youth will be allowed to participate in limited school and team sport activities. Restaurants, pubs, bars, lounges and cafes can open for in-person service. Restaurants, cafes and pubs must collect the contact information of one person from the dining party. In-person dining must close by 11 p.m. ",https://www.alberta.ca/release.cfm?xID=7716822CAEF42-F51A-C15A-8DA6AA1F5614D257,Provincial/territorial,Government,
340,AB183,Alta.,Edmonton,2021-02-08 00:00:00,Openings,Openings - non-essential services,"What: Only one-on-one training is permitted for indoor fitness activities (e.g. fitness in dance studios, training figure skating on ice, one-on-one lessons). Children and youth will be allowed to participate in limited school and team sport activities. Restaurants, pubs, bars, lounges and cafes can open for in-person service. Restaurants, cafes and pubs must collect the contact information of one person from the dining party. In-person dining must close by 11 p.m. ",https://www.alberta.ca/release.cfm?xID=7716822CAEF42-F51A-C15A-8DA6AA1F5614D257,Provincial/territorial,Government,
341,AB183,Alta.,Central Zone,2021-02-08 00:00:00,Openings,Openings - non-essential services,"What: Only one-on-one training is permitted for indoor fitness activities (e.g. fitness in dance studios, training figure skating on ice, one-on-one lessons). Children and youth will be allowed to participate in limited school and team sport activities. Restaurants, pubs, bars, lounges and cafes can open for in-person service. Restaurants, cafes and pubs must collect the contact information of one person from the dining party. In-person dining must close by 11 p.m. ",https://www.alberta.ca/release.cfm?xID=7716822CAEF42-F51A-C15A-8DA6AA1F5614D257,Provincial/territorial,Government,
342,BC220,B.C.,Vancouver Coastal,2020-11-07 00:00:00,Closures,Closures - recreation,"Who: Government of British Columbia
What: Suspended the organization and operation of indoor group physical activities at businesses, recreation centres or other organizations in the Vancouver Coastal Health and Fraser Health regions
Effective until: ",https://news.gov.bc.ca/releases/2020HLTH0059-001922,Provincial/territorial,CIHI,
343,BC234,B.C.,Vancouver Coastal,2020-12-02 00:00:00,Closures,Closures - recreation,"Who: Ministry of Health
What: Prohibited all indoor group high intensity fitness activity and indoor adult team sports; suspended low intensity fitness activities until new guidelines are available to resume these activities safely
Effective until: ",https://news.gov.bc.ca/releases/2020HLTH0063-001998,Provincial/territorial,CIHI,
344,BC238,B.C.,Vancouver Coastal,2020-12-14 00:00:00,Openings,Openings - recreation,"Who: Ministry of Health
What: Published new guidelines for the resumption of low-intensity indoor group physical activity  
Effective until: ",https://news.gov.bc.ca/releases/2020HLTH0066-002066,Provincial/territorial,CIHI,
345,BC220,B.C.,Interior,2020-11-07 00:00:00,Closures,Closures - recreation,"Who: Government of British Columbia
What: Suspended the organization and operation of indoor group physical activities at businesses, recreation centres or other organizations in the Vancouver Coastal Health and Fraser Health regions
Effective until: ",https://news.gov.bc.ca/releases/2020HLTH0059-001922,Provincial/territorial,CIHI,
346,BC234,B.C.,Interior,2020-12-02 00:00:00,Closures,Closures - recreation,"Who: Ministry of Health
What: Prohibited all indoor group high intensity fitness activity and indoor adult team sports; suspended low intensity fitness activities until new guidelines are available to resume these activities safely
Effective until: ",https://news.gov.bc.ca/releases/2020HLTH0063-001998,Provincial/territorial,CIHI,
347,BC238,B.C.,Interior,2020-12-14 00:00:00,Openings,Openings - recreation,"Who: Ministry of Health
What: Published new guidelines for the resumption of low-intensity indoor group physical activity  
Effective until: ",https://news.gov.bc.ca/releases/2020HLTH0066-002066,Provincial/territorial,CIHI,
348,BC220,B.C.,Fraser,2020-11-07 00:00:00,Closures,Closures - recreation,"Who: Government of British Columbia
What: Suspended the organization and operation of indoor group physical activities at businesses, recreation centres or other organizations in the Vancouver Coastal Health and Fraser Health regions
Effective until: ",https://news.gov.bc.ca/releases/2020HLTH0059-001922,Provincial/territorial,CIHI,
349,BC234,B.C.,Fraser,2020-12-02 00:00:00,Closures,Closures - recreation,"Who: Ministry of Health
What: Prohibited all indoor group high intensity fitness activity and indoor adult team sports; suspended low intensity fitness activities until new guidelines are available to resume these activities safely
Effective until: ",https://news.gov.bc.ca/releases/2020HLTH0063-001998,Provincial/territorial,CIHI,
350,BC238,B.C.,Fraser,2020-12-14 00:00:00,Openings,Openings - recreation,"Who: Ministry of Health
What: Published new guidelines for the resumption of low-intensity indoor group physical activity  
Effective until: ",https://news.gov.bc.ca/releases/2020HLTH0066-002066,Provincial/territorial,CIHI,
351,BC220,B.C.,Island,2020-11-07 00:00:00,Closures,Closures - recreation,"Who: Government of British Columbia
What: Suspended the organization and operation of indoor group physical activities at businesses, recreation centres or other organizations in the Vancouver Coastal Health and Fraser Health regions
Effective until: ",https://news.gov.bc.ca/releases/2020HLTH0059-001922,Provincial/territorial,CIHI,
352,BC234,B.C.,Island,2020-12-02 00:00:00,Closures,Closures - recreation,"Who: Ministry of Health
What: Prohibited all indoor group high intensity fitness activity and indoor adult team sports; suspended low intensity fitness activities until new guidelines are available to resume these activities safely
Effective until: ",https://news.gov.bc.ca/releases/2020HLTH0063-001998,Provincial/territorial,CIHI,
353,BC238,B.C.,Island,2020-12-14 00:00:00,Openings,Openings - recreation,"Who: Ministry of Health
What: Published new guidelines for the resumption of low-intensity indoor group physical activity  
Effective until: ",https://news.gov.bc.ca/releases/2020HLTH0066-002066,Provincial/territorial,CIHI,
354,ON263,Ont.,Kingston Frontenac Lennox & Addington,2020-12-26 00:00:00,Closures,Grey - Lockdown,"What: Prohibiting in-person shopping in most retail settings - curbside pickup and delivery can continue. Prohibiting indoor and outdoor dining. Restaurants, bars and other food or drink establishments will be permitted to operate by take out, drive-through, and delivery only. Secondary school students will continue learning remotely until January 25, 2021, at which point they may resume in-person learning. During this period, child care centres, authorized recreational and skill building programs and home-based child care services will remain open. From January 4-8, 2021, when elementary students move to remote learning, before and after school programs will be closed and emergency child care for health care and frontline workers will be provided. Government Providing Grants of up to $20,000 to Small Businesses Impacted by New Public Health Measures.",https://news.ontario.ca/en/release/59790/ontario-announces-provincewide-shutdown-to-stop-spread-of-covid-19-and-save-lives,Provincial/territorial,Government,
355,ON263,Ont.,Wellington Dufferin Guelph,2020-12-26 00:00:00,Closures,Grey - Lockdown,"What: Prohibiting in-person shopping in most retail settings - curbside pickup and delivery can continue. Prohibiting indoor and outdoor dining. Restaurants, bars and other food or drink establishments will be permitted to operate by take out, drive-through, and delivery only. Secondary school students will continue learning remotely until January 25, 2021, at which point they may resume in-person learning. During this period, child care centres, authorized recreational and skill building programs and home-based child care services will remain open. From January 4-8, 2021, when elementary students move to remote learning, before and after school programs will be closed and emergency child care for health care and frontline workers will be provided. Government Providing Grants of up to $20,000 to Small Businesses Impacted by New Public Health Measures.",https://news.ontario.ca/en/release/59790/ontario-announces-provincewide-shutdown-to-stop-spread-of-covid-19-and-save-lives,Provincial/territorial,Government,
